Word,Number of  reported results,Number in hard mode,hard_mode_pct,n_unique_letters,n_repeated_letters,has_repeats,max_repeats,n_vowels,n_consonants,vowel_ratio,vc_pattern,unique_vc_pattern,letter_rarity,positional_rarity,word_rarity,n_anagrams,has_anagrams
HAPPY,25206,2356,9.346980877568834,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9534261838440111,0.9275766016713092,0.9405013927576602,0,0
CLEAN,26381,2424,9.188431067813957,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9314763231197771,0.9153203342618385,0.9233983286908078,0,0
ITCHY,24197,2329,9.625160143819482,5,0,0,1,1,4,0.2,VCCCC,VC,0.9515320334261839,0.9520891364902507,0.9518105849582172,0,0
FEAST,27705,2725,9.835769716657643,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9339275766016714,0.9108635097493035,0.9223955431754874,0,0
DRIVE,26663,2451,9.192513970670966,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9444011142061282,0.901949860724234,0.9231754874651811,0,0
PRIME,27437,2534,9.235703611910923,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9399442896935934,0.8930362116991641,0.9164902506963788,0,0
AXIOM,24288,2382,9.807312252964428,5,0,0,1,3,2,0.6,VCVVC,VCVC,0.9491922005571031,0.9437325905292481,0.9464623955431756,0,0
BRAVE,24991,2396,9.587451482533712,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9406128133704735,0.8980501392757659,0.9193314763231197,0,0
AVERT,24749,2400,9.697361509555941,5,0,0,1,2,3,0.4,VCVCC,VCVC,0.9295821727019499,0.9253481894150417,0.9274651810584957,0,0
GLYPH,29208,2899,9.925362914270062,5,0,0,1,0,5,0.0,CCCCC,C,0.9601114206128134,0.9470752089136489,0.9535933147632312,0,0
THERE,27465,2530,9.211724012379392,4,1,1,2,2,3,0.4,CCVCV,CVCV,0.9217827298050139,0.8913649025069639,0.9065738161559889,0,0
BAKER,25576,2541,9.935095401939318,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9394986072423398,0.9164345403899722,0.927966573816156,0,0
SNARL,27475,2650,9.64513193812557,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9353760445682452,0.9086350974930362,0.9220055710306407,0,0
MAPLE,26536,2467,9.296804341272233,5,0,0,1,2,3,0.4,CVCCV,CVCV,0.9360445682451253,0.9002785515320333,0.9181615598885793,1,1
INANE,25085,2515,10.025911899541558,4,1,1,2,3,2,0.6,VCVCV,VCVCV,0.930807799442897,0.9058495821727022,0.9183286908077997,0,0
VALET,24660,2356,9.553933495539335,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9320334261838441,0.9153203342618385,0.9236768802228412,0,0
MEDAL,25993,2438,9.379448313007348,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.937158774373259,0.9359331476323118,0.9365459610027854,0,0
UNITE,27467,2575,9.374886227108895,5,0,0,1,3,2,0.6,VCVCV,VCVCV,0.9367130919220056,0.9058495821727022,0.9212813370473538,0,0
RAINY,28984,2678,9.239580458183825,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9393871866295266,0.8997214484679666,0.9195543175487466,0,0
SPELL,27213,2531,9.300701870429574,4,1,1,2,1,4,0.2,CCVCC,CVC,0.937715877437326,0.9220055710306406,0.9298607242339834,0,0
BEGIN,26096,2439,9.346259963212752,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9491922005571031,0.9465181058495821,0.9478551532033426,1,1
STALE,31068,3013,9.698081627397965,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9251253481894152,0.8857938718662954,0.9054596100278554,1,1
DREAM,29743,2751,9.249235114144504,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9347075208913649,0.9348189415041782,0.9347632311977716,0,0
PHOTO,27330,2565,9.38529088913282,4,1,1,2,2,3,0.4,CCVCV,CVCV,0.9409470752089136,0.9197771587743734,0.9303621169916435,0,0
ALOUD,29554,2819,9.538471949651486,5,0,0,1,3,2,0.6,VCVVC,VCVC,0.9418384401114206,0.916434540389972,0.9291364902506962,0,0
INEPT,27670,2640,9.541019154318757,5,0,0,1,2,3,0.4,VCVCC,VCVC,0.9367130919220056,0.9381615598885794,0.9374373259052925,0,0
PINEY,27502,3667,13.333575739946186,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9444011142061282,0.9103064066852367,0.9273537604456824,0,0
APTLY,26498,2572,9.706392935315874,5,0,0,1,1,4,0.2,VCCCC,VC,0.9413927576601673,0.9303621169916434,0.9358774373259053,0,0
WALTZ,24672,2496,10.116731517509727,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9514206128133706,0.9465181058495823,0.9489693593314765,0,0
LIBEL,25156,2536,10.081093973604707,4,1,1,2,2,3,0.4,CVCVC,CVCVC,0.9397214484679666,0.9381615598885794,0.9389415041782729,0,0
SNEAK,27905,2636,9.4463357821179,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9383844011142062,0.9192200557103064,0.9288022284122563,0,0
CARRY,27609,2615,9.471549132529248,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9376044568245125,0.9002785515320333,0.9189415041782729,0,0
FLOUT,30063,2904,9.659714599341383,5,0,0,1,2,3,0.4,CCVVC,CVC,0.947409470752089,0.9052924791086351,0.926350974930362,0,0
FOGGY,28953,2817,9.72956170345042,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9633426183844012,0.9181058495821727,0.9407242339832869,0,0
FAULT,28947,2768,9.562303520226621,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9445125348189416,0.9064066852367688,0.9254596100278552,0,0
MUMMY,29279,3021,10.317975340687866,3,1,1,3,1,4,0.2,CVCCC,CVC,0.9676880222841225,0.93983286908078,0.9537604456824513,0,0
SPIEL,29084,2810,9.661669646541053,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9388300835654597,0.9036211699164346,0.9212256267409471,0,0
GROVE,28637,2794,9.756608583301324,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9412813370473538,0.8958217270194986,0.9185515320334262,0,0
DENIM,28741,2769,9.634320308966284,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9461838440111421,0.9481894150417828,0.9471866295264624,0,0
QUIRK,28322,2794,9.865122519596074,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9621169916434541,0.9392757660167131,0.9506963788300836,0,0
EXIST,28612,2805,9.80357891793653,5,0,0,1,2,3,0.4,VCVCC,VCVC,0.943175487465181,0.9298050139275766,0.9364902506963788,0,0
STEIN,31269,2965,9.482234801240844,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9341504178272981,0.9253481894150418,0.9297493036211699,0,0
SPADE,30459,2854,9.36997275025444,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9389415041782729,0.8963788300835654,0.9176601671309192,0,0
CATCH,30403,3123,10.272012630332533,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9439554317548746,0.9253481894150418,0.9346518105849582,0,0
FLOOR,28906,2752,9.52051477201965,4,1,1,2,2,3,0.4,CCVVC,CVC,0.9392757660167131,0.9075208913649024,0.9233983286908078,0,0
EQUAL,27197,2677,9.842997389417949,5,0,0,1,3,2,0.6,VCVVC,VCVC,0.9416155988857939,0.9470752089136489,0.9443454038997214,0,0
IONIC,29151,2947,10.109430208226133,4,1,1,2,3,2,0.6,VVCVC,VCVC,0.944623955431755,0.9376044568245125,0.9411142061281338,0,0
VALID,28575,2752,9.63079615048119,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9496378830083566,0.9409470752089136,0.9452924791086351,0,0
ENJOY,26878,2654,9.874246595728849,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9476323119777159,0.9476323119777159,0.9476323119777159,0,0
HOWDY,28408,2668,9.391720642072656,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9612256267409471,0.9309192200557103,0.9460724233983286,0,0
VIGOR,26905,2642,9.819736108530012,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9504178272980501,0.9498607242339832,0.9501392757660166,0,0
DANDY,29026,2840,9.784331289189003,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9536490250696378,0.9220055710306406,0.9378272980501392,0,0
SLOTH,32522,2987,9.184551995572228,5,0,0,1,1,4,0.2,CCVCC,CVC,0.940724233983287,0.8941504178272981,0.9174373259052926,0,0
MARCH,30935,2885,9.326006141910458,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9454038997214484,0.9286908077994429,0.9370473537604457,1,1
BOUGH,32014,3060,9.55831823577185,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9611142061281337,0.9247910863509748,0.9429526462395543,0,0
STING,32288,2969,9.195366699702676,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9489693593314763,0.9208913649025071,0.9349303621169918,0,0
TWINE,30088,2775,9.222946024993353,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9405013927576602,0.9002785515320333,0.9203899721448467,0,0
LEAVE,28202,2696,9.559605701723282,4,1,1,2,3,2,0.6,CVVCV,CVCV,0.9260167130919219,0.9069637883008357,0.9164902506963788,0,0
SCORN,31223,2859,9.156711398648431,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9427298050139277,0.9158774373259053,0.9293036211699165,0,0
SCALD,30477,2829,9.282409685992715,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9460724233983286,0.92033426183844,0.9332033426183843,0,0
USURP,31355,3007,9.590177005262317,4,1,1,2,2,3,0.4,VCVCC,VCVC,0.953983286908078,0.9571030640668523,0.9555431754874651,0,0
SOGGY,30985,2888,9.320639018880103,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9573259052924792,0.901949860724234,0.9296378830083566,0,0
BRISK,31706,2884,9.096070144452154,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9566573816155989,0.9231197771587742,0.9398885793871865,0,0
ADMIT,28994,2677,9.232944747189073,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9442896935933149,0.9409470752089136,0.9426183844011142,0,0
GRATE,32777,3077,9.38768038563627,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9266852367688022,0.8902506963788301,0.9084679665738162,0,0
GLORY,31509,2893,9.18150369735631,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9452924791086351,0.8958217270194986,0.9205571030640669,0,0
SAINT,34455,3119,9.052387171673198,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9369359331476323,0.8802228412256268,0.9085793871866296,0,0
RECAP,31976,2900,9.069301976482363,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9316991643454038,0.9504178272980501,0.941058495821727,0,0
ALIKE,31277,2843,9.089746459059372,5,0,0,1,3,2,0.6,VCVCV,VCVCV,0.9340389972144847,0.8896935933147632,0.9118662952646239,0,0
TRICE,35050,3430,9.78601997146933,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9306963788300836,0.8863509749303621,0.9085236768802228,0,0
STICK,33102,3038,9.177693190743762,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9525348189415042,0.9192200557103064,0.9358774373259053,0,0
CHUTE,33418,3073,9.19564306661081,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9420612813370474,0.8919220055710305,0.9169916434540389,0,0
PARER,37309,4130,11.06971508215176,4,1,1,2,2,3,0.4,CVCVC,CVCVC,0.924791086350975,0.905849582172702,0.9153203342618385,0,0
DOUBT,33344,3011,9.030110364683301,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9540947075208914,0.9225626740947075,0.9383286908077995,0,0
THYME,32142,2938,9.140688196129675,5,0,0,1,1,4,0.2,CCCCV,CV,0.9442896935933147,0.9114206128133706,0.9278551532033427,0,0
ALPHA,29497,2706,9.173814286198596,4,1,1,2,2,3,0.4,VCCCV,VCV,0.9371587743732592,0.9459610027855154,0.9415598885793873,0,0
BOOZE,29147,2883,9.891240951041274,4,1,1,2,3,2,0.6,CVVCV,CVCV,0.945849582172702,0.8902506963788301,0.9180501392757661,0,0
TIBIA,27887,2675,9.592283142682971,4,1,1,2,3,2,0.6,CVCVV,CVCV,0.9416155988857939,0.9481894150417828,0.9449025069637884,0,0
LOFTY,29237,2777,9.498238533365257,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9477437325905292,0.9197771587743734,0.9337604456824513,0,0
THEME,32172,2909,9.042024120353103,4,1,1,2,2,3,0.4,CCVCV,CVCV,0.9305849582172702,0.8991643454038997,0.9148746518105849,0,0
CLASS,31962,3001,9.38927476378199,4,1,1,2,1,4,0.2,CCVCC,CVC,0.9423955431754875,0.9208913649025069,0.9316434540389972,0,0
LEERY,30992,2873,9.270134228187919,4,1,1,2,2,3,0.4,CVVCC,CVC,0.924791086350975,0.916991643454039,0.920891364902507,0,0
TAUNT,32734,3022,9.231991201808517,4,1,1,2,2,3,0.4,CVVCC,CVC,0.9363788300835655,0.9008356545961004,0.9186072423398329,0,0
WHOOP,32733,2970,9.073412152873248,4,1,1,2,2,3,0.4,CCVVC,CVC,0.9520891364902507,0.9337047353760447,0.9428969359331477,0,0
INTER,32018,2889,9.023049534636767,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9289136490250696,0.9342618384401113,0.9315877437325905,1,1
GULLY,31191,2877,9.223814561892855,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9554317548746519,0.9353760445682452,0.9454038997214486,0,0
CHARM,35724,3149,8.81480237375434,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9454038997214486,0.9192200557103064,0.9323119777158775,1,1
FUNGI,31903,2928,9.177820267686425,5,0,0,1,2,3,0.4,CVCCV,CVCV,0.9623398328690808,0.9554317548746518,0.9588857938718662,0,0
PRIZE,35343,3166,8.95792660498543,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.9455153203342619,0.8997214484679666,0.9226183844011142,0,0
ONSET,33660,3009,8.93939393939394,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9306963788300836,0.9342618384401113,0.9324791086350974,0,0
CHIEF,34281,3072,8.961232169423296,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9486350974930362,0.9130919220055711,0.9308635097493037,0,0
GAUZE,30214,2866,9.48566889521414,5,0,0,1,3,2,0.6,CVVCV,CVCV,0.9484122562674095,0.905849582172702,0.9271309192200557,0,0
RUDER,31241,2784,8.911366473544382,4,1,1,2,2,3,0.4,CVCVC,CVCVC,0.9364902506963789,0.9331476323119776,0.9348189415041783,0,0
IRONY,34716,3046,8.774052310173982,5,0,0,1,2,3,0.4,VCVCC,VCVC,0.942284122562674,0.9041782729805015,0.9232311977715877,0,0
CLOWN,36737,3175,8.642512997795139,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9515320334261839,0.9186629526462395,0.9350974930362117,0,0
NEEDY,33700,2927,8.68545994065282,4,1,1,2,2,3,0.4,CVVCC,CVC,0.9363788300835655,0.9325905292479109,0.9344846796657382,0,0
WOVEN,33549,2933,8.742436436257414,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9487465181058496,0.928133704735376,0.9384401114206129,0,0
MERIT,35888,3123,8.702073116362016,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.932590529247911,0.9236768802228411,0.928133704735376,0,0
WASTE,35617,3186,8.945166633910773,5,0,0,1,2,3,0.4,CVCCV,CVCV,0.9342618384401116,0.9069637883008358,0.9206128133704736,0,0
TREAT,38245,3249,8.495228134396653,4,1,1,2,2,3,0.4,CCVVC,CVC,0.917883008356546,0.9030640668523677,0.9104735376044568,0,0
SHRUG,33965,2987,8.79434712203739,5,0,0,1,1,4,0.2,CCCVC,CVC,0.9547632311977716,0.9325905292479109,0.9436768802228412,0,0
TWANG,34938,3172,9.078939836281414,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9489693593314763,0.9376044568245125,0.9432869080779944,0,0
TWICE,35815,3173,8.859416445623342,5,0,0,1,2,3,0.4,CCVCV,CVCV,0.942284122562674,0.9036211699164346,0.9229526462395543,0,0
GRUEL,35105,3087,8.793619142572282,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9392757660167131,0.916991643454039,0.9281337047353762,0,0
POKER,35376,3180,8.989145183175033,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9387186629526463,0.9130919220055709,0.9259052924791086,0,0
KHAKI,31652,2968,9.376974598761532,4,1,1,2,2,3,0.4,CCVCV,CVCV,0.9553203342618384,0.9487465181058496,0.952033426183844,0,0
HUNKY,35276,3185,9.028801451411725,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9645682451253481,0.9381615598885794,0.9513649025069637,0,0
LABEL,34198,3076,8.994678051348032,4,1,1,2,2,3,0.4,CVCVC,CVCVC,0.9333704735376045,0.924233983286908,0.9288022284122562,0,0
GLEAN,37301,3243,8.69413688641055,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9338161559888579,0.9242339832869082,0.929025069637883,0,0
CLING,37654,3312,8.795878259945821,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9526462395543176,0.9153203342618385,0.933983286908078,0,0
PATTY,36223,3019,8.334483615382492,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9393871866295266,0.9108635097493037,0.9251253481894152,0,0
UNFIT,35516,3187,8.973420430228629,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9535376044568246,0.9454038997214486,0.9494707520891366,0,0
SMEAR,36223,3190,8.80655936835712,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9310306406685237,0.9147632311977716,0.9228969359331476,0,0
ALIEN,38841,3395,8.74076362606524,5,0,0,1,3,2,0.6,VCVVC,VCVC,0.928133704735376,0.9036211699164346,0.9158774373259053,0,0
BUGGY,37350,3428,9.178045515394913,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9712534818941505,0.9381615598885794,0.9547075208913649,0,0
RHYME,37229,3336,8.960756399580971,5,0,0,1,1,4,0.2,CCCCV,CV,0.9438440111420613,0.9208913649025071,0.9323676880222842,0,0
YOUTH,38381,3327,8.66835152809984,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9489693593314763,0.9286908077994429,0.9388300835654596,0,0
COYLY,34909,3380,9.682316881033543,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9510863509749304,0.9080779944289693,0.9295821727019499,0,0
QUART,36662,3303,9.009328459985817,5,0,0,1,2,3,0.4,CVVCC,CVC,0.9451810584958217,0.9231197771587742,0.9341504178272979,0,0
CRAMP,39250,3369,8.58343949044586,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9460724233983286,0.9242339832869082,0.9351532033426184,0,0
BLUFF,37353,3171,8.489277969640993,4,1,1,2,1,4,0.2,CCVCC,CVC,0.9695821727019499,0.9459610027855152,0.9577715877437325,0,0
UPSET,37791,3213,8.502024291497975,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9410584958217271,0.9353760445682451,0.938217270194986,0,0
STOMP,40650,3490,8.585485854858549,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9477437325905292,0.9231197771587745,0.9354317548746518,0,0
MOTTO,38384,3285,8.558253438932889,3,2,1,2,2,3,0.4,CVCCV,CVCV,0.9352646239554318,0.932033426183844,0.9336490250696379,0,0
CINCH,39171,3507,8.953052002757142,4,1,1,2,1,4,0.2,CVCCC,CVC,0.9549860724233984,0.9337047353760447,0.9443454038997215,0,0
ELOPE,39228,3339,8.511777301927195,4,1,1,2,3,2,0.6,VCVCV,VCVCV,0.9245682451253481,0.8980501392757659,0.911309192200557,0,0
POWER,39813,3401,8.54243588777535,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9392757660167131,0.9125348189415041,0.9259052924791087,0,0
MIDGE,36769,3111,8.460931763170061,5,0,0,1,2,3,0.4,CVCCV,CVCV,0.9503064066852367,0.9197771587743734,0.935041782729805,0,0
TRYST,43099,3665,8.503677579526208,4,1,1,2,0,5,0.0,CCCCC,C,0.9396100278551532,0.9208913649025069,0.9302506963788301,0,0
APHID,39086,3367,8.614337614491122,5,0,0,1,2,3,0.4,VCCVC,VCVC,0.9499721448467968,0.9532033426183844,0.9515877437325906,0,0
TRITE,42237,3685,8.724577976655539,4,1,1,2,2,3,0.4,CCVCV,CVCV,0.9242339832869082,0.8824512534818943,0.9033426183844013,0,0
ANGRY,39667,3358,8.465475080041344,5,0,0,1,1,4,0.2,VCCCC,VC,0.9450696378830085,0.9264623955431756,0.935766016713092,0,0
FLOCK,42574,3548,8.33372480856861,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9571030640668523,0.9164345403899722,0.9367688022284122,0,0
WACKY,39611,3345,8.444623968089672,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9602228412256266,0.9286908077994429,0.9444568245125348,0,0
ROOMY,38769,3280,8.46036781964972,4,1,1,2,2,3,0.4,CVVCC,CVC,0.9425069637883009,0.9008356545961004,0.9216713091922006,0,0
WEDGE,39234,3353,8.546158943773257,4,1,1,2,2,3,0.4,CVCCV,CVCV,0.9439554317548746,0.9220055710306407,0.9329805013927577,0,0
LIVER,40549,3388,8.355323189227848,5,0,0,1,2,3,0.4,CVCVC,CVCVC,0.9379387186629525,0.932033426183844,0.9349860724233983,0,0
BLAND,46246,3727,8.059075379492281,5,0,0,1,1,4,0.2,CCVCC,CVC,0.9505292479108636,0.9158774373259053,0.9332033426183844,0,0
NIGHT,46910,3870,8.24984011937753,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9508635097493036,0.950974930362117,0.9509192200557103,0,0
MADAM,40545,3430,8.45973609569614,3,2,1,2,2,3,0.4,CVCVC,CVCVC,0.9462952646239554,0.9342618384401113,0.9402785515320333,0,0
BERTH,41785,3494,8.361852339356227,5,0,0,1,1,4,0.2,CVCCC,CVC,0.9388300835654595,0.9359331476323118,0.9373816155988857,0,0
STEAD,47094,3933,8.35138234169958,5,0,0,1,2,3,0.4,CCVVC,CVC,0.9315877437325906,0.9186629526462395,0.925125348189415,0,0
VOICE,42806,3484,8.139045928140915,5,0,0,1,3,2,0.6,CVVCV,CVCV,0.9425069637883008,0.8919220055710306,0.9172144846796657,0,0
AGAPE,43407,3671,8.457161287349967,4,1,1,2,3,2,0.6,VCVCV,VCVCV,0.9312534818941505,0.9142061281337046,0.9227298050139275,0,0
FLUFF,47344,4049,8.552298073673539,3,1,1,3,1,4,0.2,CCVCC,CVC,0.969359331476323,0.9448467966573816,0.9571030640668523,0,0
